,context,next_token,metric_value
2106,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2107,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2108,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2109,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2110,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2111,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2112,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2113,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2114,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2115,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2116,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2117,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2118,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2119,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2120,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2121,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2122,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2123,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2124,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2125,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2126,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2127,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2128,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2129,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2130,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2131,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2132,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2133,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2134,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2135,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2136,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2137,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2138,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2139,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2140,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2141,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2142,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2143,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2144,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2145,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2146,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2147,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2148,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2149,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2150,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2151,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2152,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2153,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2154,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2155,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2156,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2157,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2158,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2159,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2160,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2161,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2162,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2163,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2164,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2165,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2166,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2167,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2168,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2169,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2170,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2171,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2172,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2173,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2174,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2175,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2176,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2177,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2178,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2179,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2180,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2181,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2182,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2183,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2184,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2185,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2186,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2187,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2188,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2189,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2190,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2191,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2192,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2193,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2194,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2195,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2196,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2197,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2198,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2199,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2200,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2201,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2202,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2203,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2204,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2205,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2206,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2207,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2208,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2209,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2210,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2211,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2212,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2213,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2214,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2215,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2216,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2217,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2218,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2219,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2220,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2221,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2222,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2223,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2224,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2225,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2226,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2227,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2228,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2229,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2230,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2231,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2232,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2233,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2234,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2235,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2236,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2237,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2238,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2239,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2240,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2241,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2242,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2243,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2244,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2245,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2246,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2247,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2248,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2249,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2250,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2251,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2252,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2253,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2254,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2255,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2256,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2257,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2258,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2259,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2260,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2261,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2262,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2263,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2264,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2265,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2266,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2267,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2268,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2269,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2270,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2271,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2272,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2273,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2274,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2275,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2276,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2277,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2278,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2279,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2280,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2281,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2282,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2283,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2284,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2285,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2286,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2287,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2288,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2289,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2290,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2291,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2292,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2293,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2294,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2295,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2296,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2297,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2298,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2299,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2300,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2301,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2302,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2303,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2304,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2305,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2306,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2307,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2308,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2309,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2310,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2311,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2312,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2313,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2314,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2315,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2316,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2317,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2318,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2319,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2320,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2321,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2322,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2323,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2324,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2325,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2326,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2327,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2328,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2329,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2330,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2331,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2332,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2333,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2334,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2335,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2336,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2337,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2338,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2339,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2340,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2341,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2342,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2343,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2344,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2345,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2346,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2347,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2348,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2349,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2350,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2351,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2352,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2353,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2354,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2355,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2356,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2357,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2358,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2359,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2360,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2361,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2362,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2363,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2364,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2365,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2366,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2367,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2368,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2369,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2370,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2371,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2372,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2373,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2374,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2375,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2376,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2377,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2378,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2379,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2380,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2381,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2382,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2383,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2384,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2385,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2386,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2387,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2388,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2389,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2390,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2391,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2392,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2393,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2394,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2395,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2396,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2397,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2398,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2399,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2400,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2401,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2402,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2403,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2404,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2405,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2406,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2407,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2408,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2409,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2410,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2411,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2412,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2413,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2414,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2415,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2416,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2417,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2418,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2419,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2420,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2421,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],3.5762786865234375e-07
2422,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.430511474609375e-06
2423,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2424,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2425,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2426,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2427,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2428,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2429,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2430,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2431,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2432,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],5.960464477539062e-07
2433,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2434,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2435,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2436,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2437,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],3.5762786865234375e-07
2438,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2439,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2440,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2441,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2442,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],4.76837158203125e-07
2443,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2444,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2445,"['>.', '<|im_end|>', 'Ċ']",['>.'],-0.0
2446,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],-0.0
2447,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.7881393432617188e-06
2448,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
2449,"['assistant', 'Ċ', '<']",['assistant'],-0.0
2450,"[':Ċ', '<|im_end|>', 'Ċ']",[':Ċ'],1.3113021850585938e-06
2451,"['<|im_end|>', 'Ċ', '<|im_start|>']",['<|im_end|>'],0.000335693359375
2452,"['Ċ', '<|im_start|>', 'assistant']",['Ċ'],1.811981201171875e-05
2453,"['<|im_start|>', 'assistant', 'Ċ']",['<|im_start|>'],-0.0
